ADVERTISER,BRAND_ROOT,Brand (Major),Brand (Minor),Brand (Leaf),PUBLISHER,DATE,CHANNEL,Top-Level Category,PLACEMENT,Spend (USD),IMPRESSIONS
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,2302.67,93691
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,8200.49,333661
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Tubi,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,44906.30,1827147
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,204.25,15319
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,233.82,28216
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,crazyforcrust.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,104.79,44734
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,culinaryhill.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,175.46,74918
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thatlowcarblife.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,96.69,41265
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,joyfoodsunshine.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,74.71,31882
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,ohclary.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.91,1602
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,houseofnasheats.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,160.58,68527
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,crazylittleprojects.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.85,1646
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thebusybaker.ca,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,23.84,10180
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,gonnawantseconds.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,214.35,91468
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,18536.79,443516
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,16795.86,401862
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Peacock,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,45602.33,1091093
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-06-01,TikTok,Consumer Packaged Goods,Feed,17137.15,1637620
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-06-01,TikTok,Consumer Packaged Goods,Feed,16679.38,1593875
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,3624.42,162623
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,minimalistbaker.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,128.43,54813
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Max,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,14037.96,382257
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-06-01,OTT,Consumer Packaged Goods,In-Stream,167773.45,7033102
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-06-01,OTT,Consumer Packaged Goods,In-Stream,167603.26,7025968
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-06-01,OTT,Consumer Packaged Goods,In-Stream,24407.30,1023158
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,justsotasty.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,25.47,10868
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,happymomhacks.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,6.65,2837
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,tab.gladly.io,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,110.43,37456
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Amazon Prime Video,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,2108.08,62955
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,127127.14,3796496
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,favfamilyrecipes.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,228.18,97400
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,blessthismessplease.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,155.25,66255
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,kitchensanctuary.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,75.52,32236
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,sweetashoney.co,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,13.18,5624
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,tasteandtellblog.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,28.22,12052
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,101cookingfortwo.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,10.97,4684
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,bestrecipebox.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,10.53,4494
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thesouthernladycooks.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,11.21,4784
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cookincanuck.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,21.19,9047
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,foodal.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,5.42,2313
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,babyfoode.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,14.24,6077
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thehappierhomemaker.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,8.03,3428
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,theflavoursofkitchen.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.13,1337
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,realfoodwholelife.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,15.67,6687
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Disney+,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,784.42,16898
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,163237.56,3516461
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Stories,45173.73,6382127
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Feed,308005.64,43514962
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Reels,113250.70,16000033
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-07-01,Facebook,<uncategorized>,Feed,2438.41,344498
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-07-01,Facebook,<uncategorized>,Reels,538.98,76148
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Other,532.77,75270
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Reels,178267.67,25185597
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Marketplace,2213.68,312749
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Feed,339764.26,48001791
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Stories,87701.60,12390460
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-07-01,Facebook,Food & Dining Services,Feed,14414.70,2036511
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-07-01,Facebook,Food & Dining Services,Reels,265.23,37472
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-07-01,Facebook,Food & Dining Services,Stories,1358.73,191961
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Reels,1596.40,225537
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Feed,19823.59,2800672
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Stories,4696.23,663485
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Feed,535.67,75679
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Stories,36801.40,5199281
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Reels,52297.78,7388618
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-07-01,Facebook,Consumer Packaged Goods,Feed,61587.62,8701065
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-07-01,YouTube,Consumer Packaged Goods,In-Stream,364.66,16555
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,45.20,4782
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-07-01,YouTube,Consumer Packaged Goods,In-Stream,580.14,35116
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-07-01,YouTube,Consumer Packaged Goods,Feed,83.84,56809
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-07-01,YouTube,Consumer Packaged Goods,In-Stream,5290.11,269736
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,255.35,27014
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-07-01,YouTube,Consumer Packaged Goods,Feed,51.25,34725
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-07-01,YouTube,Consumer Packaged Goods,In-Stream,2459.04,1116358
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-07-01,YouTube,Consumer Packaged Goods,In-Stream,2017.54,121320
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,allrecipes.com (Meredith),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,756.09,369226
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,4182.04,129531
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,97302.00,3013749
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,505106.54,15644726
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,people.com (Meredith),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,1336.59,352532
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,buzzfeed.com,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,329.95,106004
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,nymag.com,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,221.32,98394
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),slickdeals.net,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,139.31,29841
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,billboard.com,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,205.43,102659
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,realsimple.com (Meredith),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,2782.43,362831
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,marthastewart.com (Meredith),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,813.55,231657
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,elle.com (Hearst Digital),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,203.21,99768
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),screenrant.com,2025-07-01,Desktop Video,Consumer Packaged Goods,Other,228.95,49832
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,simplyrecipes.com,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,500.87,117284
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cosmopolitan.com (Hearst Digital),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,41.91,27220
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,eater.com (Vox Media),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,85.66,18076
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,crunchgear.com,2025-07-01,Mobile Display,Consumer Packaged Goods,Other,0.51,216
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,whowhatwear.com,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,35.51,7182
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Stories,553.39,67301
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Reels,328.21,39916
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Feed,1102.05,134032
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Stories,5303.18,644974
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Reels,46381.40,5640892
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Feed,16578.77,2016305
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Reels,231.02,28096
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Reels,349204.56,42469923
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Stories,19796.94,2407686
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Feed,71488.26,8694337
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-07-01,Instagram,Food & Dining Services,Reels,332.00,40377
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-07-01,Instagram,Food & Dining Services,Feed,1042.02,126730
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-07-01,Instagram,Food & Dining Services,Stories,661.34,80433
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Stories,5970.03,726066
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Reels,335.76,40835
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Feed,2897.12,352347
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Feed,23066.41,2805329
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Stories,14687.49,1786284
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-07-01,Instagram,Consumer Packaged Goods,Reels,75439.89,9174941
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,si.com (Sports Illustrated) (Maven),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,834.58,108151
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,techradar.com (Future Publishing),2025-07-01,Desktop Display,Consumer Packaged Goods,Other,29.60,11647
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),androidpolice.com,2025-07-01,Desktop Video,Consumer Packaged Goods,Other,89.71,9927
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Pluto TV,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,7075.56,300840
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Tubi,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,84733.83,3342843
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thespruce.com,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,216.11,69456
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-07-01,Mobile Display,Consumer Packaged Goods,Other,113.01,13653
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,324.23,23719
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,tasty.co,2025-07-01,Desktop Display,Consumer Packaged Goods,Other,80.87,25986
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Peacock,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,27562.62,639423
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,10894.36,436964
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-07-01,OTT,Consumer Packaged Goods,In-Stream,14401.40,585358
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-07-01,OTT,Consumer Packaged Goods,In-Stream,55200.19,2243663
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),cbr.com,2025-07-01,Desktop Video,Consumer Packaged Goods,Other,112.10,22666
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,184603.48,5345204
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-07-01,OTT,Consumer Packaged Goods,In-Stream,185412.57,4138812
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Reels,269817.77,38119753
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Feed,802946.10,113439902
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Stories,68345.24,9655795
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Reels,251.54,35538
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-08-01,Facebook,<uncategorized>,Feed,805.97,113868
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Reels,86204.67,12178961
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Feed,156096.52,22053251
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Marketplace,522.57,73828
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Stories,44748.99,6322123
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Other,1930.56,272749
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Other,2377.74,335926
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Feed,53558.51,7566724
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Reels,260.76,36840
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Stories,11499.76,1624683
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Feed,999.98,141277
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Marketplace,258.09,36463
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Reels,235990.00,33340642
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Stories,150285.86,21232375
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-08-01,Facebook,Consumer Packaged Goods,Feed,444172.89,62752776
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-08-01,YouTube,Consumer Packaged Goods,In-Stream,7665.08,347984
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-08-01,YouTube,Consumer Packaged Goods,In-Stream,1420.29,85972
