ADVERTISER,BRAND,MEDIA_GROUP,MEDIA,MEDIA_OWNER,DOW,NATIONAL/LOCAL,MARKET,PROGRAM,PROGRAM_GENRE,DAYPART,PROPERTY,JAN_2025__$,JAN_2025__UNITS,FEB_2025__$,FEB_2025__UNITS,MAR_2025__$,MAR_2025__UNITS,APR_2025__$,APR_2025__UNITS,MAY_2025__$,MAY_2025__UNITS,JUNE_2025__$,JUNE_2025__UNITS,JUL_2025__$,JUL_2025__UNITS,AUG_2025__$,AUG_2025__UNITS,SEPT_2025__$,SEPT_2025__UNITS,OCT_2025__$,OCT_2025__UNITS,TOTAL_$,TOTAL_UNITS
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,MYSTERIES OF THE,INFORMATIONAL,Overnight,DISC,,,,,,,,,,,,,474,1,,,,,,,474,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,RENOVATION ALOHA,ENTERTAINMENT,Afternoon,HGTV,,,,,,,,,,,,,,,,,,,"1,767",2,"1,767",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,ROCK THE BLOCK,ENTERTAINMENT,Afternoon,HGTV,,,,,,,,,,,,,,,,,837,1,,,837,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,SIN CITY REHAB,INFORMATIONAL,Morning,HGTV,,,,,,,,,,,,,,,,,,,837,1,837,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,SIN CITY REHAB,INFORMATIONAL,Afternoon,HGTV,,,,,,,,,,,,,,,,,,,837,1,837,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,UNIQUE SWEETS,INFORMATIONAL,Early Morning,COOK,,,,,,,,,,,,,47,1,34,1,,,16,1,97,3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,UNSELLABLE HOUSES,ENTERTAINMENT,Early Morning,HGTV,,,,,,,,,,,,,,,779,1,,,,,779,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,UNSELLABLE HOUSES,ENTERTAINMENT,Morning,HGTV,,,,,,,,,,,,,,,,,837,1,,,837,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,UNSELLABLE HOUSES,ENTERTAINMENT,Afternoon,HGTV,,,,,,,,,,,,,,,,,837,1,,,837,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Wednesday,NATIONAL,* TOTAL US,WINDY CITY REHAB,INFORMATIONAL,Early Morning,HGTV,,,,,,,,,,,,,775,1,,,,,,,775,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,100 DAY DREAM HOME,ENTERTAINMENT,Morning,HGTV,,,,,,,,,,,,,,,,,,,"1,674",1,"1,674",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,ADAM RICHMAN EATS BRITAI,ENTERTAINMENT,Early Morning,COOK,,,,,,,,,,,,,,,34,1,,,,,34,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEAT BOBBY FLAY,ENTERTAINMENT,Early News,FOOD,,,,,,,,,,,,,,,,,,,"2,742",2,"2,742",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEAT BOBBY FLAY,ENTERTAINMENT,Prime Access,FOOD,,,,,,,,,,,,,,,"7,357",1,,,"10,389",3,"17,746",4
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEAT BOBBY FLAY,ENTERTAINMENT,Prime Time,FOOD,,,,,,,,,"10,830",2,,,,,,,,,,,"10,830",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEAT BOBBY FLAY,ENTERTAINMENT,Late Fringe,FOOD,,,,,,,,,"2,188",1,,,,,,,,,,,"2,188",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEAT BOBBY FLAY,ENTERTAINMENT,Overnight,FOOD,,,,,,,,,"5,360",3,,,,,,,,,,,"5,360",3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEST THING I EVER ATE,INFORMATIONAL,Early Morning,COOK,,,,,,,,,,,,,235,5,34,1,,,,,269,6
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEST THING I EVER ATE,INFORMATIONAL,Early News,COOK,,,,,,,,,,,,,284,4,,,,,,,284,4
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BEST THING I EVER ATE,INFORMATIONAL,Prime Access,COOK,,,,,,,,,,,,,84,1,230,2,,,,,314,3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,BIZARRE FOODS: DELICIOUS,ENTERTAINMENT,Prime Time,COOK,,,,,,,,,,,,,,,227,1,,,,,227,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,CARNIVAL EATS,INFORMATIONAL,Prime Time,COOK,,,,,,,,,,,,,167,1,,,,,,,167,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,CASTLE IMPOSSIBLE,ENTERTAINMENT,Morning,HGTV,,,,,,,,,,,,,,,,,,,837,1,837,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,CELEBRITY IOU,ENTERTAINMENT,Early Morning,HGTV,,,"1,487",2,,,,,,,,,,,,,,,,,"1,487",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,FAMILY RECIPE SHOWDOWN,ENTERTAINMENT,Early News,FOOD,,,,,,,,,,,,,,,"3,359",1,,,,,"3,359",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,HOME TOWN,ENTERTAINMENT,Early Morning,HGTV,"1,116",1,,,,,,,,,,,,,,,,,,,"1,116",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,JURASSIC PARK MOVIE,ENTERTAINMENT,Late Fringe,TBS,,,,,,,,,,,,,,,348,1,,,,,348,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,MAN V. FOOD,ENTERTAINMENT,Morning,COOK,,,,,,,,,,,,,,,78,1,,,37,1,115,2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,PACIFIC RIM: UPRISING,ENTERTAINMENT,Overnight,TBS,,,,,,,,,,,,,,,348,1,,,,,348,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Thursday,NATIONAL,* TOTAL US,UNSELLABLE HOUSES,ENTERTAINMENT,Early Morning,HGTV,"5,578",3,,,"1,629",2,,,,,,,,,,,,,,,"7,207",5
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,100 DAY DREAM HOME,ENTERTAINMENT,Early Morning,HGTV,"3,347",2,,,,,,,,,,,,,,,,,,,"3,347",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,AMERICAN MONSTER,ENTERTAINMENT,Early Fringe,ID,863,1,,,,,,,,,,,,,,,,,,,863,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,BARGAIN BLOCK,ENTERTAINMENT,Early Morning,HGTV,,,,,"1,629",2,,,,,,,,,,,,,,,"1,629",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,BBQ USA,ENTERTAINMENT,Prime Time,COOK,,,,,,,,,,,,,,,227,1,,,,,227,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,BIZARRE FOODS: DELICIOUS,ENTERTAINMENT,Morning,COOK,,,,,,,,,,,,,74,1,,,,,,,74,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,"BURGERS, BREW AND 'QUE",ENTERTAINMENT,Afternoon,COOK,,,,,,,,,,,,,,,,,,,37,1,37,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,CAKE HUNTERS,INFORMATIONAL,Early Morning,COOK,,,,,,,,,,,,,47,1,170,5,,,,,217,6
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,CHOPPED,INFORMATIONAL,Prime Time,COOK,,,,,,,,,,,,,168,1,,,,,,,168,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,"DINERS, DRIVE-INS, AND D",ENTERTAINMENT,Early News,FOOD,,,,,,,,,,,,,,,,,,,"2,742",2,"2,742",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,"DINERS, DRIVE-INS, AND D",ENTERTAINMENT,Prime Access,FOOD,,,,,,,,,,,,,"8,096",1,,,,,,,"8,096",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,FAST FIVE,ENTERTAINMENT,Late Fringe,TBS,,,,,,,,,,,,,,,"2,972",1,,,,,"2,972",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,FOOD PARADISE,ENTERTAINMENT,Early News,COOK,,,,,,,,,,,,,71,1,43,1,,,,,114,2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,FOOD PARADISE,ENTERTAINMENT,Prime Access,COOK,,,,,,,,,,,,,85,1,114,1,,,,,199,2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,GIRL SCOUT COOKIE CHAMPI,ENTERTAINMENT,Prime Time,COOK,,,,,,,,,,,,,,,227,1,,,,,227,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,LAST BITE HOTEL,ENTERTAINMENT,Early Morning,FOOD,,,,,,,,,,,,,402,1,,,,,,,402,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,LOST WORLD: JURASSIC PK,ENTERTAINMENT,Overnight,TBS,,,,,,,,,,,,,,,348,1,,,,,348,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,MEG MOVIE,ENTERTAINMENT,Late Fringe,TBS,,,,,,,,,,,,,,,"2,972",1,,,,,"2,972",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,MY LOTTERY DREAM HOME,ENTERTAINMENT,Early News,HGTV,,,,,,,,,"2,088",1,,,,,,,,,,,"2,088",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,OUTBACK OPAL HUNTERS,ENTERTAINMENT,Early Morning,DISC,,,,,,,,,,,,,,,,,,,180,1,180,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Friday,NATIONAL,* TOTAL US,UNIQUE EATS,ENTERTAINMENT,Early Morning,COOK,,,,,,,,,,,,,,,,,,,0,1,0,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,100 DAY DREAM HOME,ENTERTAINMENT,Early Fringe,HGTV,,,,,,,,,"2,201",1,,,,,,,,,,,"2,201",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,100 DAY DREAM HOME,ENTERTAINMENT,Weekend Afternoon,HGTV,,,,,,,,,"2,201",1,,,,,,,,,,,"2,201",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,BARGAIN BLOCK,ENTERTAINMENT,Saturday Morning,HGTV,,,,,,,,,,,,,,,,,964,1,,,964,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,BEACHFRONT BARGAIN HUNT,INFORMATIONAL,Early Fringe,HGTV,,,,,,,,,"2,201",1,,,,,,,,,,,"2,201",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,BEACHFRONT BARGAIN HUNT,INFORMATIONAL,Weekend Afternoon,HGTV,,,,,,,,,"6,602",2,,,,,,,,,,,"6,602",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,CHEAP EATS,ENTERTAINMENT,Saturday Morning,COOK,,,,,,,,,,,,,594,6,950,10,,,0,2,"1,544",18
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,EXPEDITION BIGFOOT,ENTERTAINMENT,Saturday Morning,DISC,917,1,,,,,,,,,,,,,,,,,,,917,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,EXPEDITION UNKNOWN,ENTERTAINMENT,Early Fringe,DISC,"1,436",1,,,,,,,,,,,,,,,,,,,"1,436",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,EXPEDITION UNKNOWN,ENTERTAINMENT,Prime Time,DISC,,,,,,,,,,,,,"2,926",1,"6,334",2,,,,,"9,260",3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,EXPEDITION UNKNOWN,ENTERTAINMENT,Overnight,DISC,,,,,,,,,,,,,452,1,"2,559",2,,,,,"3,011",3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,FOOD PARADISE,ENTERTAINMENT,Early Fringe,COOK,,,,,,,,,,,,,250,2,139,1,,,,,389,3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,FOOD PARADISE,ENTERTAINMENT,Weekend Afternoon,COOK,,,,,,,,,,,,,125,1,139,1,,,,,264,2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,FRIENDS,ENTERTAINMENT,Saturday Morning,TBS,,,,,,,,,,,,,,,"1,485",1,,,"1,308",1,"2,793",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,GAME NIGHT MOVIE,ENTERTAINMENT,Weekend Afternoon,TBS,,,,,,,,,,,,,,,989,1,,,,,989,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,GOONIES MOVIE,ENTERTAINMENT,Weekend Afternoon,TBS,,,,,,,,,,,,,,,,,,,"1,962",2,"1,962",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,HELP! I WRECKED MY HOUSE,ENTERTAINMENT,Saturday Morning,HGTV,,,,,,,,,,,,,,,,,964,1,"1,019",2,"1,983",3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,HOUSE HUNTERS,ENTERTAINMENT,Late Fringe,HGTV,,,,,,,,,,,,,,,,,"2,643",1,,,"2,643",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,HUNGER GAMES MOVIE,ENTERTAINMENT,Late Fringe,TNT,,,,,,,,,,,,,,,"7,071",1,,,,,"7,071",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,IRON CHEF AMERICA,INFORMATIONAL,Prime Time,COOK,,,,,,,,,,,,,167,1,,,,,,,167,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,JURASSIC PARK MOVIE,ENTERTAINMENT,Weekend Afternoon,TNT,,,,,,,,,,,,,,,614,1,,,,,614,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,LETHALLY BLONDE,ENTERTAINMENT,Early Fringe,ID,,,,,,,,,,,,,"1,258",2,,,,,,,"1,258",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,LOST WORLD: JURASSIC PK,ENTERTAINMENT,Overnight,TBS,,,,,,,,,,,,,,,"2,972",1,,,,,"2,972",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,MAN'S GREATEST FOOD,ENTERTAINMENT,Saturday Morning,COOK,,,,,,,,,,,,,891,9,665,7,,,,,"1,556",16
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,MEAN GIRL MURDERS,ENTERTAINMENT,Saturday Morning,ID,,,,,,,,,,,,,487,1,662,1,,,,,"1,149",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,NAKED AND AFRAID,ENTERTAINMENT,Late News,DISC,,,,,,,,,,,,,,,"3,167",1,,,,,"3,167",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,NAKED AND AFRAID,ENTERTAINMENT,Overnight,DISC,,,,,,,,,,,,,,,497,1,,,,,497,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,NCIS: NEW ORLEANS SHOW,ENTERTAINMENT,Saturday Morning,TNT,,,,,,,,,,,,,,,"1,842",3,,,,,"1,842",3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Saturday,NATIONAL,* TOTAL US,RENOVATION ALOHA,ENTERTAINMENT,Saturday Morning,HGTV,,,,,,,,,,,,,,,,,"1,927",1,,,"1,927",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,100 DAY DREAM HOME,ENTERTAINMENT,Sunday Morning,HGTV,,,,,,,,,,,,,,,,,964,1,,,964,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,AMERICAN MONSTER,ENTERTAINMENT,Sunday Morning,ID,,,,,,,,,,,,,489,1,,,,,,,489,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,BEETLEJUICE MOVIE,ENTERTAINMENT,Weekend Afternoon,TBS,,,,,,,,,,,,,,,,,,,654,1,654,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,BEST THING I EVER ATE,INFORMATIONAL,Sunday Morning,COOK,,,,,,,,,,,,,99,1,380,4,,,,,479,5
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,BIZARRE FOODS AMERICA,ENTERTAINMENT,Sunday Morning,COOK,,,,,,,,,,,,,,,95,1,,,,,95,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,BIZARRE FOODS: DELICIOUS,ENTERTAINMENT,Weekend Afternoon,COOK,,,,,,,,,,,,,125,1,278,2,,,,,403,3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,BLACK SHEEP MOVIE,ENTERTAINMENT,Sunday Morning,TBS,,,,,,,,,,,,,,,989,1,,,,,989,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,CARNIVAL EATS,INFORMATIONAL,Prime Time,COOK,,,,,,,,,,,,,,,230,1,,,,,230,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,FIXER TO FABULOUS,INFORMATIONAL,Sunday Morning,HGTV,,,,,,,,,,,,,,,,,964,1,,,964,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,GET HARD,ENTERTAINMENT,Weekend Afternoon,TBS,,,,,,,,,,,,,,,989,1,,,,,989,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,GODZILLA: KING OF THE MO,ENTERTAINMENT,Overnight,TNT,,,,,,,,,,,,,,,755,1,,,,,755,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,GOLD RUSH,ENTERTAINMENT,Sunday Morning,DISC,"1,834",1,,,,,,,,,,,,,,,,,,,"1,834",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,HALLOWEEN WARS,INFORMATIONAL,Prime Time,FOOD,,,,,,,,,,,,,,,,,"3,238",1,,,"3,238",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,HANGOVER PART III,ENTERTAINMENT,Overnight,TBS,,,,,,,,,,,,,,,348,1,,,,,348,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,HEAT,ENTERTAINMENT,Sunday Morning,TBS,,,,,,,,,,,,,,,,,,,"1,962",2,"1,962",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,IN THE EYE OF/STORM,NEWS,Late News,DISC,,,,,,,,,,,,,,,"1,689",1,,,,,"1,689",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,IN THE EYE OF/STORM,NEWS,Overnight,DISC,,,,,,,,,,,,,,,325,1,,,,,325,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,LOVE IT OR LIST IT,INFORMATIONAL,Sunday Morning,HGTV,,,,,,,,,,,,,,,,,964,1,,,964,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,MAN V. FOOD,ENTERTAINMENT,Early Fringe,COOK,,,,,,,,,,,,,153,1,147,1,,,,,300,2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,MAN V. FOOD,ENTERTAINMENT,Prime Time,COOK,,,,,,,,,,,,,168,1,,,,,,,168,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,MAROONED WITH ED STAFFOR,ENTERTAINMENT,Late Fringe,DISC,,,,,,,,,,,,,"1,551",1,,,,,,,"1,551",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,MAROONED WITH ED STAFFOR,ENTERTAINMENT,Overnight,DISC,,,,,,,,,,,,,452,1,,,,,,,452,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,MARRIED TO REAL ESTATE,ENTERTAINMENT,Weekend Afternoon,HGTV,,,,,,,,,"6,602",2,,,,,,,,,,,"6,602",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,MODERN FAMILY,ENTERTAINMENT,Sunday Morning,TBS,,,,,,,,,,,,,,,,,,,654,1,654,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,NAKED AND AFRAID: APOCAL,ENTERTAINMENT,Prime Time,DISC,,,,,,,,,,,,,,,"6,334",2,,,,,"6,334",2
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,NAKED AND AFRAID: APOCAL,ENTERTAINMENT,Late Fringe,DISC,,,,,,,,,,,,,,,"2,062",1,,,,,"2,062",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,NAKED AND AFRAID: APOCAL,ENTERTAINMENT,Overnight,DISC,,,,,,,,,,,,,,,"2,062",1,,,,,"2,062",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,NAKED AND AFRAID: LAST O,ENTERTAINMENT,Prime Time,DISC,,,,,,,,,,,,,"2,926",1,,,,,,,"2,926",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,NAKED AND AFRAID: LAST O,ENTERTAINMENT,Late Fringe,DISC,,,,,,,,,,,,,"1,551",1,,,,,,,"1,551",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,NCIS: NEW ORLEANS SHOW,ENTERTAINMENT,Sunday Morning,TNT,,,,,,,,,,,,,,,"1,842",3,,,,,"1,842",3
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,SCARIEST HOUSE IN AMERIC,INFORMATIONAL,Sunday Morning,HGTV,,,,,,,,,,,,,,,,,,,"1,927",1,"1,927",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,SEE NO EVIL,ENTERTAINMENT,Weekend Afternoon,ID,,,,,,,,,,,,,,,"1,011",1,,,,,"1,011",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,UNIQUE EATS,ENTERTAINMENT,Sunday Morning,COOK,,,,,,,,,,,,,792,8,855,9,,,0,2,"1,647",19
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,VERY SCARY PEOPLE,ENTERTAINMENT,Early Fringe,ID,,,,,,,,,,,,,629,1,,,,,,,629,1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,VERY SCARY PEOPLE,ENTERTAINMENT,Prime Time,ID,,,,,,,,,,,,,"1,599",1,,,,,,,"1,599",1
Chomps,Chomps,Television,Cable TV,Warner Bros Discovery Inc,Sunday,NATIONAL,* TOTAL US,YUM AND YUMMER,INFORMATIONAL,Prime Time,COOK,,,,,,,,,,,,,167,1,230,1,,,,,397,2
Jack Links,Jack Links,Television,Cable TV,Kroenke Sports & Entertainment Llc,Tuesday,NATIONAL,* TOTAL US,FOWL LIFE WITH CHAD BELD,ENTERTAINMENT,Prime Access,TOC,,,122,1,68,2,,,,,,,,,,,,,,,190,3
Jack Links,Jack Links,Television,Cable TV,Kroenke Sports & Entertainment Llc,Tuesday,NATIONAL,* TOTAL US,FOWL LIFE WITH CHAD BELD,ENTERTAINMENT,Late News,TOC,,,5,1,12,2,,,,,,,,,,,,,,,17,3
