advertiser,brand_root,brand_major,brand_minor,brand_leaf,publisher,date,channel,top_level_category,placement,spend_usd,impressions
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,16751.92,785509
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Max,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,6875.07,202207
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,39720.18,1281248
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,22863.29,614586
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-03-01,Facebook,Food & Dining Services,Feed,19963.34,2762568
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-03-01,YouTube,Food & Dining Services,Feed,26.91,22436
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-03-01,YouTube,Food & Dining Services,In-Stream,2154.59,144483
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-03-01,YouTube,Food & Dining Services,Reels,262.82,32634
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-03-01,Instagram,Food & Dining Services,Feed,129.93,16082
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-03-01,Instagram,Food & Dining Services,Stories,300.01,37136
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,153941.28,21172837
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Reels,17140.45,2357479
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,54847.86,7543707
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-04-01,YouTube,Consumer Packaged Goods,In-Stream,2939.7,135953
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-04-01,Desktop Display,Consumer Packaged Goods,Other,7271.65,989326
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,331831.89,11133710
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,44369.92,5231068
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,27134.64,3199074
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,7858.35,926475
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Pluto TV,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,6738.52,311476
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,2906.55,118261
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,46940.53,1123112
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-04-01,TikTok,Consumer Packaged Goods,Feed,38136.76,3644335
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,4235.84,190056
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-04-01,OTT,Consumer Packaged Goods,In-Stream,225675.7,9460381
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,3728.77,111360
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,143.25,16888
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,14833.78,2040217
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,2330.34,320512
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Reels,882.73,121410
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Marketplace,8579.66,1180031
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-04-01,YouTube,Consumer Packaged Goods,In-Stream,694.34,51892
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-04-01,YouTube,Consumer Packaged Goods,Feed,551.87,380915
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,nascar.com,2025-04-01,Desktop Display,Consumer Packaged Goods,Other,8412.97,328052
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,nascar.com,2025-04-01,Mobile Display,Consumer Packaged Goods,Other,233.58,18518
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,60530.08,7136267
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,8932.16,1053069
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,3108.54,366489
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,1762.39,242400
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,235179.38,7890756
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,86931.26,10248888
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,43886.75,5174094
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,122169.23,14403300
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-04-01,TikTok,Consumer Packaged Goods,Feed,218195.56,20850691
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-04-01,OTT,Consumer Packaged Goods,In-Stream,2275.97,95409
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,3185.98,438196
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,8787.99,1208690
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,565.4,66659
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,577.75,68116
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-04-01,Facebook,<uncategorized>,Feed,572.22,78702
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Marketplace,5456.64,750499
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,2380.12,327359
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,15954.26,2194318
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Reels,291.44,40084
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-04-01,YouTube,Consumer Packaged Goods,In-Stream,382.62,35390
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,23385.04,784624
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,6730.56,793507
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,3603.82,424877
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,23019.84,2713951
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,10388.54,466118
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Max,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,16163.47,440132
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-04-01,OTT,Consumer Packaged Goods,In-Stream,8194.06,343496
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,10325.99,308387
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,19751.37,425490
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-04-01,Facebook,Food & Dining Services,Feed,96080.15,13214700
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-04-01,Facebook,Food & Dining Services,Reels,3191.02,438887
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-04-01,Facebook,Food & Dining Services,Stories,4318.94,594019
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-04-01,YouTube,Food & Dining Services,In-Stream,1447.89,66961
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-04-01,YouTube,Food & Dining Services,Feed,89.91,62061
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-04-01,Instagram,Food & Dining Services,Reels,9616.34,1133734
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-04-01,Instagram,Food & Dining Services,Stories,1127.95,132980
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-04-01,Instagram,Food & Dining Services,Feed,282.39,33292
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,152949.03,21036400
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,26860.94,3694416
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Reels,1483.63,204056
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,1756.1,81213
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,9371.0,1274947
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,206545.71,6930111
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,4601.92,542556
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,55113.01,6497698
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,36716.33,4328776
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,11240.1,268933
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-05-01,TikTok,Consumer Packaged Goods,Feed,741.55,70862
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,2004.62,89944
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-05-01,OTT,Consumer Packaged Goods,In-Stream,93110.78,3903219
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,3485.49,104095
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Disney+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,1447.33,31180
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,889.4,122327
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,9397.71,1292548
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Reels,1195.48,164425
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Marketplace,3866.59,531806
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,1509.79,93096
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,nypost.com,2025-05-01,Desktop Video,Consumer Packaged Goods,Other,631.15,54153
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,2500.78,294838
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,162100.35,19111222
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,19181.19,2261427
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,whatculture.com (Mandatory),2025-05-01,Mobile Display,Consumer Packaged Goods,Other,97.51,30980
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,backyardchickens.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,12.5,3987
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,kenkenpuzzle.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,25.99,8812
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-05-01,Mobile Display,Consumer Packaged Goods,Other,113.06,13653
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,behindthevoiceactors.com,2025-05-01,Mobile Display,Consumer Packaged Goods,Other,63.33,26562
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,kitchensanctuary.com,2025-05-01,Desktop Display,Consumer Packaged Goods,Other,12.8,4192
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,286.84,39452
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,1148.82,158008
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,2662.72,123142
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,1366798.54,45859060
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,103890.73,12248374
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,43605.01,5140883
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,83502.5,9844672
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Pluto TV,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,36784.82,1700315
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,3764.45,153169
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,6318.09,151168
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-05-01,TikTok,Consumer Packaged Goods,Feed,100731.63,9625878
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Paramount+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,20454.04,917736
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Max,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,5513.26,150126
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-05-01,OTT,Consumer Packaged Goods,In-Stream,116449.9,4881606
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Amazon Prime Video,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,3642.24,108775
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Disney+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,717.74,15462
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,1203.09,165471
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,2089.83,287432
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Other,293.34,40345
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-05-01,Facebook,<uncategorized>,Reels,606.96,83480
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-05-01,Facebook,<uncategorized>,Stories,292.58,40241
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-05-01,Facebook,<uncategorized>,Feed,2066.98,284291
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Feed,87070.29,11975533
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Stories,19272.89,2650767
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-05-01,Facebook,Consumer Packaged Goods,Reels,2639.62,363050
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-05-01,YouTube,Consumer Packaged Goods,In-Stream,167.95,15534
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,6765.82,227008
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Feed,35801.94,4220979
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Stories,41378.59,4878451
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-05-01,Instagram,Consumer Packaged Goods,Reels,90577.95,10678946
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,9626.84,431940
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-05-01,OTT,Consumer Packaged Goods,In-Stream,15097.47,632889
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,43400.97,1296161
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-05-01,OTT,Consumer Packaged Goods,In-Stream,26006.06,560234
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-05-01,Facebook,Food & Dining Services,Stories,887.99,122134
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-05-01,Facebook,Food & Dining Services,Feed,27188.23,3739429
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-05-01,Facebook,Food & Dining Services,Reels,299.0,41124
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-05-01,YouTube,Food & Dining Services,In-Stream,2043.6,94511
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-05-01,Instagram,Food & Dining Services,Stories,22127.38,2608782
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-05-01,Instagram,Food & Dining Services,Reels,27471.31,3238826
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-05-01,Instagram,Food & Dining Services,Feed,13717.86,1617312
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Feed,79939.29,10994728
